location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Schildergasse (West), Köln;2018-05-12 20:00:00 +0200;Saturday;3793;23;clear-day;
Schildergasse (West), Köln;2018-05-12 21:00:00 +0200;Saturday;1460;21;clear-day;
Schildergasse (West), Köln;2018-05-12 22:00:00 +0200;Saturday;1024;19;clear-night;
Schildergasse (West), Köln;2018-05-12 23:00:00 +0200;Saturday;738;18;clear-night;
Schildergasse (West), Köln;2018-05-13 00:00:00 +0200;Sunday;459;17;clear-night;
Schildergasse (West), Köln;2018-05-13 01:00:00 +0200;Sunday;379;16;clear-night;
Schildergasse (West), Köln;2018-05-13 02:00:00 +0200;Sunday;218;15;clear-night;
Schildergasse (West), Köln;2018-05-13 03:00:00 +0200;Sunday;134;15;clear-night;
Schildergasse (West), Köln;2018-05-13 04:00:00 +0200;Sunday;68;15;clear-night;
Schildergasse (West), Köln;2018-05-13 05:00:00 +0200;Sunday;61;16;clear-night;
Schildergasse (West), Köln;2018-05-13 06:00:00 +0200;Sunday;40;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-13 07:00:00 +0200;Sunday;74;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-13 08:00:00 +0200;Sunday;158;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-13 09:00:00 +0200;Sunday;261;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-13 10:00:00 +0200;Sunday;272;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-13 11:00:00 +0200;Sunday;422;15;rain;
Schildergasse (West), Köln;2018-05-13 12:00:00 +0200;Sunday;356;14;rain;
Schildergasse (West), Köln;2018-05-13 13:00:00 +0200;Sunday;447;14;rain;
Schildergasse (West), Köln;2018-05-13 14:00:00 +0200;Sunday;374;14;rain;
Schildergasse (West), Köln;2018-05-13 15:00:00 +0200;Sunday;411;14;rain;
Schildergasse (West), Köln;2018-05-13 16:00:00 +0200;Sunday;623;14;rain;
Schildergasse (West), Köln;2018-05-13 17:00:00 +0200;Sunday;795;14;rain;
Schildergasse (West), Köln;2018-05-13 18:00:00 +0200;Sunday;909;14;rain;
Schildergasse (West), Köln;2018-05-13 19:00:00 +0200;Sunday;678;14;rain;
Schildergasse (West), Köln;2018-05-13 20:00:00 +0200;Sunday;439;14;rain;
Schildergasse (West), Köln;2018-05-13 21:00:00 +0200;Sunday;341;13;rain;
Schildergasse (West), Köln;2018-05-13 22:00:00 +0200;Sunday;207;13;cloudy;
Schildergasse (West), Köln;2018-05-13 23:00:00 +0200;Sunday;112;13;cloudy;
Schildergasse (West), Köln;2018-05-14 00:00:00 +0200;Monday;15;13;rain;
Schildergasse (West), Köln;2018-05-14 01:00:00 +0200;Monday;13;13;rain;
Schildergasse (West), Köln;2018-05-14 02:00:00 +0200;Monday;21;12;rain;
Schildergasse (West), Köln;2018-05-14 03:00:00 +0200;Monday;15;12;rain;
Schildergasse (West), Köln;2018-05-14 04:00:00 +0200;Monday;23;12;fog;
Schildergasse (West), Köln;2018-05-14 05:00:00 +0200;Monday;87;12;fog;
Schildergasse (West), Köln;2018-05-14 06:00:00 +0200;Monday;861;12;rain;
Schildergasse (West), Köln;2018-05-14 07:00:00 +0200;Monday;584;12;fog;
Schildergasse (West), Köln;2018-05-14 08:00:00 +0200;Monday;1038;13;fog;
Schildergasse (West), Köln;2018-05-14 09:00:00 +0200;Monday;1738;14;fog;
Schildergasse (West), Köln;2018-05-14 10:00:00 +0200;Monday;2921;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 11:00:00 +0200;Monday;4714;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 12:00:00 +0200;Monday;5962;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 13:00:00 +0200;Monday;6361;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 14:00:00 +0200;Monday;6263;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 15:00:00 +0200;Monday;6148;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 16:00:00 +0200;Monday;6081;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 17:00:00 +0200;Monday;6468;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 18:00:00 +0200;Monday;6030;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 19:00:00 +0200;Monday;4160;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 20:00:00 +0200;Monday;1951;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 21:00:00 +0200;Monday;923;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-14 22:00:00 +0200;Monday;596;20;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-14 23:00:00 +0200;Monday;257;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 00:00:00 +0200;Tuesday;99;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 01:00:00 +0200;Tuesday;69;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 02:00:00 +0200;Tuesday;26;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 03:00:00 +0200;Tuesday;35;13;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 04:00:00 +0200;Tuesday;12;12;clear-night;
Schildergasse (West), Köln;2018-05-15 05:00:00 +0200;Tuesday;64;12;clear-night;
Schildergasse (West), Köln;2018-05-15 06:00:00 +0200;Tuesday;400;11;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 07:00:00 +0200;Tuesday;656;12;cloudy;
Schildergasse (West), Köln;2018-05-15 08:00:00 +0200;Tuesday;1208;14;cloudy;
Schildergasse (West), Köln;2018-05-15 09:00:00 +0200;Tuesday;2032;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 10:00:00 +0200;Tuesday;3252;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 11:00:00 +0200;Tuesday;4650;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 12:00:00 +0200;Tuesday;5972;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 13:00:00 +0200;Tuesday;6493;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 14:00:00 +0200;Tuesday;6510;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 15:00:00 +0200;Tuesday;6152;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 16:00:00 +0200;Tuesday;6193;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 17:00:00 +0200;Tuesday;6684;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 18:00:00 +0200;Tuesday;6423;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 19:00:00 +0200;Tuesday;4761;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 20:00:00 +0200;Tuesday;2208;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 21:00:00 +0200;Tuesday;1009;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-15 22:00:00 +0200;Tuesday;466;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-15 23:00:00 +0200;Tuesday;290;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 00:00:00 +0200;Wednesday;105;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 01:00:00 +0200;Wednesday;61;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 02:00:00 +0200;Wednesday;54;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 03:00:00 +0200;Wednesday;19;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 04:00:00 +0200;Wednesday;19;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-16 05:00:00 +0200;Wednesday;47;14;rain;
Schildergasse (West), Köln;2018-05-16 06:00:00 +0200;Wednesday;244;14;rain;
Schildergasse (West), Köln;2018-05-16 07:00:00 +0200;Wednesday;591;13;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 08:00:00 +0200;Wednesday;1068;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 09:00:00 +0200;Wednesday;1809;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 10:00:00 +0200;Wednesday;3255;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 11:00:00 +0200;Wednesday;4663;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 12:00:00 +0200;Wednesday;5832;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 13:00:00 +0200;Wednesday;6216;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 14:00:00 +0200;Wednesday;6108;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 15:00:00 +0200;Wednesday;4776;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 16:00:00 +0200;Wednesday;5806;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 17:00:00 +0200;Wednesday;6179;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 18:00:00 +0200;Wednesday;5594;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 19:00:00 +0200;Wednesday;2427;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-16 20:00:00 +0200;Wednesday;812;16;rain;
Schildergasse (West), Köln;2018-05-16 21:00:00 +0200;Wednesday;425;14;rain;
Schildergasse (West), Köln;2018-05-16 22:00:00 +0200;Wednesday;376;14;rain;
Schildergasse (West), Köln;2018-05-16 23:00:00 +0200;Wednesday;236;14;rain;
Schildergasse (West), Köln;2018-05-17 00:00:00 +0200;Thursday;86;13;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 01:00:00 +0200;Thursday;33;12;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 02:00:00 +0200;Thursday;37;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 03:00:00 +0200;Thursday;32;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 04:00:00 +0200;Thursday;20;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 05:00:00 +0200;Thursday;74;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 06:00:00 +0200;Thursday;340;9;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 07:00:00 +0200;Thursday;503;9;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 08:00:00 +0200;Thursday;998;9;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 09:00:00 +0200;Thursday;1671;10;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 10:00:00 +0200;Thursday;3069;11;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 11:00:00 +0200;Thursday;4468;12;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 12:00:00 +0200;Thursday;5667;13;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 13:00:00 +0200;Thursday;6317;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 14:00:00 +0200;Thursday;5900;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 15:00:00 +0200;Thursday;6217;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 16:00:00 +0200;Thursday;6431;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 17:00:00 +0200;Thursday;6733;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 18:00:00 +0200;Thursday;6385;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 19:00:00 +0200;Thursday;4739;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 20:00:00 +0200;Thursday;2102;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 21:00:00 +0200;Thursday;839;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-17 22:00:00 +0200;Thursday;692;13;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-17 23:00:00 +0200;Thursday;323;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 00:00:00 +0200;Friday;93;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 01:00:00 +0200;Friday;64;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 02:00:00 +0200;Friday;34;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 03:00:00 +0200;Friday;17;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 04:00:00 +0200;Friday;33;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 05:00:00 +0200;Friday;48;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 06:00:00 +0200;Friday;218;9;cloudy;
Schildergasse (West), Köln;2018-05-18 07:00:00 +0200;Friday;551;9;cloudy;
Schildergasse (West), Köln;2018-05-18 08:00:00 +0200;Friday;916;9;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 09:00:00 +0200;Friday;1632;9;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 10:00:00 +0200;Friday;3074;10;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 11:00:00 +0200;Friday;4571;11;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 12:00:00 +0200;Friday;5904;13;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 13:00:00 +0200;Friday;6377;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 14:00:00 +0200;Friday;6556;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 15:00:00 +0200;Friday;7040;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 16:00:00 +0200;Friday;7381;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 17:00:00 +0200;Friday;7714;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 18:00:00 +0200;Friday;7191;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 19:00:00 +0200;Friday;5668;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 20:00:00 +0200;Friday;2595;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 21:00:00 +0200;Friday;1295;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-18 22:00:00 +0200;Friday;1092;13;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-18 23:00:00 +0200;Friday;702;12;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 00:00:00 +0200;Saturday;343;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 01:00:00 +0200;Saturday;154;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 02:00:00 +0200;Saturday;103;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 03:00:00 +0200;Saturday;69;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 04:00:00 +0200;Saturday;84;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 05:00:00 +0200;Saturday;47;7;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-19 06:00:00 +0200;Saturday;239;7;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 07:00:00 +0200;Saturday;125;7;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 08:00:00 +0200;Saturday;324;8;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 09:00:00 +0200;Saturday;1337;10;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 10:00:00 +0200;Saturday;3480;12;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 11:00:00 +0200;Saturday;6478;13;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 12:00:00 +0200;Saturday;8648;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 13:00:00 +0200;Saturday;10205;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 14:00:00 +0200;Saturday;11331;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 15:00:00 +0200;Saturday;12214;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 16:00:00 +0200;Saturday;12246;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 17:00:00 +0200;Saturday;11697;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 18:00:00 +0200;Saturday;10188;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 19:00:00 +0200;Saturday;7374;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-19 20:00:00 +0200;Saturday;3755;17;clear-day;
Schildergasse (West), Köln;2018-05-19 21:00:00 +0200;Saturday;1471;16;clear-day;
Schildergasse (West), Köln;2018-05-19 22:00:00 +0200;Saturday;1228;13;clear-night;
Schildergasse (West), Köln;2018-05-19 23:00:00 +0200;Saturday;798;12;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-20 00:00:00 +0200;Sunday;414;11;clear-night;
Schildergasse (West), Köln;2018-05-20 01:00:00 +0200;Sunday;261;10;clear-night;
Schildergasse (West), Köln;2018-05-20 02:00:00 +0200;Sunday;167;9;clear-night;
Schildergasse (West), Köln;2018-05-20 03:00:00 +0200;Sunday;59;9;clear-night;
Schildergasse (West), Köln;2018-05-20 04:00:00 +0200;Sunday;58;8;clear-night;
Schildergasse (West), Köln;2018-05-20 05:00:00 +0200;Sunday;53;7;clear-night;
Schildergasse (West), Köln;2018-05-20 06:00:00 +0200;Sunday;64;6;clear-day;
Schildergasse (West), Köln;2018-05-20 07:00:00 +0200;Sunday;37;7;clear-day;
Schildergasse (West), Köln;2018-05-20 08:00:00 +0200;Sunday;116;10;clear-day;
Schildergasse (West), Köln;2018-05-20 09:00:00 +0200;Sunday;302;13;clear-day;
Schildergasse (West), Köln;2018-05-20 10:00:00 +0200;Sunday;582;15;clear-day;
Schildergasse (West), Köln;2018-05-20 11:00:00 +0200;Sunday;962;17;clear-day;
Schildergasse (West), Köln;2018-05-20 12:00:00 +0200;Sunday;1517;20;clear-day;
Schildergasse (West), Köln;2018-05-20 13:00:00 +0200;Sunday;1596;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 14:00:00 +0200;Sunday;1910;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 15:00:00 +0200;Sunday;1986;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 16:00:00 +0200;Sunday;2363;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 17:00:00 +0200;Sunday;2284;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 18:00:00 +0200;Sunday;1825;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 19:00:00 +0200;Sunday;1404;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 20:00:00 +0200;Sunday;1249;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-20 21:00:00 +0200;Sunday;915;19;clear-day;
Schildergasse (West), Köln;2018-05-20 22:00:00 +0200;Sunday;882;18;clear-night;
Schildergasse (West), Köln;2018-05-20 23:00:00 +0200;Sunday;506;14;clear-night;
Schildergasse (West), Köln;2018-05-21 00:00:00 +0200;Monday;295;15;clear-night;
Schildergasse (West), Köln;2018-05-21 01:00:00 +0200;Monday;121;14;clear-night;
Schildergasse (West), Köln;2018-05-21 02:00:00 +0200;Monday;64;12;clear-night;
Schildergasse (West), Köln;2018-05-21 03:00:00 +0200;Monday;42;12;clear-night;
Schildergasse (West), Köln;2018-05-21 04:00:00 +0200;Monday;34;12;clear-night;
Schildergasse (West), Köln;2018-05-21 05:00:00 +0200;Monday;28;12;clear-night;
Schildergasse (West), Köln;2018-05-21 06:00:00 +0200;Monday;41;11;clear-day;
Schildergasse (West), Köln;2018-05-21 07:00:00 +0200;Monday;81;15;clear-day;
Schildergasse (West), Köln;2018-05-21 08:00:00 +0200;Monday;173;15;clear-day;
Schildergasse (West), Köln;2018-05-21 09:00:00 +0200;Monday;291;18;clear-day;
Schildergasse (West), Köln;2018-05-21 10:00:00 +0200;Monday;558;20;clear-day;
Schildergasse (West), Köln;2018-05-21 11:00:00 +0200;Monday;956;21;clear-day;
Schildergasse (West), Köln;2018-05-21 12:00:00 +0200;Monday;1301;23;clear-day;
Schildergasse (West), Köln;2018-05-21 13:00:00 +0200;Monday;1671;24;clear-day;
Schildergasse (West), Köln;2018-05-21 14:00:00 +0200;Monday;2002;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 15:00:00 +0200;Monday;2026;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 16:00:00 +0200;Monday;2434;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 17:00:00 +0200;Monday;1764;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 18:00:00 +0200;Monday;1537;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 19:00:00 +0200;Monday;1100;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 20:00:00 +0200;Monday;892;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 21:00:00 +0200;Monday;621;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-21 22:00:00 +0200;Monday;429;21;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-21 23:00:00 +0200;Monday;244;20;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 00:00:00 +0200;Tuesday;122;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 01:00:00 +0200;Tuesday;50;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 02:00:00 +0200;Tuesday;23;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 03:00:00 +0200;Tuesday;37;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 04:00:00 +0200;Tuesday;24;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 05:00:00 +0200;Tuesday;69;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-05-22 06:00:00 +0200;Tuesday;243;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 07:00:00 +0200;Tuesday;462;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 08:00:00 +0200;Tuesday;929;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 09:00:00 +0200;Tuesday;1727;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 10:00:00 +0200;Tuesday;3305;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 11:00:00 +0200;Tuesday;5215;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 12:00:00 +0200;Tuesday;7079;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 13:00:00 +0200;Tuesday;7890;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-05-22 14:00:00 +0200;Tuesday;7603;19;partly-cloudy-day;
